info,tradeDetail
S43框架EA修正-forex-day,"2011-01-06:CADJPY 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-07:CADJPY 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-07:USDCHF 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-07:USDINR 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-10:CADJPY 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-10:USDCHF 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-10:USDINR 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-11:CADJPY 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-11:USDCHF 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-11:USDINR 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-12:CADJPY 持有期,收益为 0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-12:USDCHF 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-12:USDINR 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-12:USDZAR 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-13:USDCHF 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-13:USDINR 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-13:USDZAR 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-13:CADJPY 开盘平仓,开盘收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-14:USDZAR 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-14:USDCHF 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-14:USDINR 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-17:USDZAR 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-01-18:USDZAR 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-01-19:USDZAR 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-03-14:USDCAD 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-03-15:USDCAD 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-03-16:USDCAD 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-03-17:USDCAD 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-forex-day,"2011-03-18:USDCAD 持有期,收益为 0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-03-21:USDCAD 开盘平仓,开盘收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-forex-day,"2011-05-05:USDTRY 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-forex-day,"2011-05-06:USDTRY 持有期,收益为 -0.00%,明日信号为 多"
